,title,core_count,performance_core_clock,performance_core_boost_clock,microarchitecture,tdp,integrated_graphics,rating,price
0,AMD Ryzen 7 9800X3D,8,4.7,5.2,Zen 5,120,Radeon,4.5,499.00
1,AMD Ryzen 7 7800X3D,8,4.2,5,Zen 4,120,Radeon,4.5,391.12
2,AMD Ryzen 5 7600X,6,4.7,5.3,Zen 4,105,Radeon,4.5,206.30
3,AMD Ryzen 5 5600X,6,3.7,4.6,Zen 3,65,,4.5,149.00
4,AMD Ryzen 7 9700X,8,3.8,5.5,Zen 5,65,Radeon,4.5,303.58
5,AMD Ryzen 5 9600X,6,3.9,5.4,Zen 5,65,Radeon,4.5,208.00
6,AMD Ryzen 9 9950X3D,16,4.3,5.7,Zen 5,170,Radeon,4.5,899.99
7,AMD Ryzen 7 7700X,8,4.5,5.4,Zen 4,105,Radeon,4.5,268.60
8,AMD Ryzen 5 5500,6,3.6,4.2,Zen 3,65,,4.5,73.00
9,AMD Ryzen 5 7600,6,3.8,5.1,Zen 4,65,Radeon,4.5,198.85
10,AMD Ryzen 5 5600,6,3.5,4.4,Zen 3,65,,4.5,126.50
11,AMD Ryzen 7 5800X,8,3.8,4.7,Zen 3,105,,4.5,158.22
12,Intel Core i5-12400F,6,2.5,4.4,Alder Lake,65,,4.5,100.00
13,Intel Core i9-14900K,24,3.2,6,Raptor Lake Refresh,125,Intel UHD Graphics 770,4.5,388.00
14,Intel Core i7-14700K,20,3.4,5.6,Raptor Lake Refresh,125,Intel UHD Graphics 770,4.5,320.99
15,AMD Ryzen 5 3600,6,3.6,4.2,Zen 2,65,,4.5,84.00
16,AMD Ryzen 7 5700X,8,3.4,4.6,Zen 3,65,,4.5,128.00
17,AMD Ryzen 9 7900X,12,4.7,5.6,Zen 4,170,Radeon,4.5,335.27
18,AMD Ryzen 9 9900X,12,4.4,5.6,Zen 5,120,Radeon,4.5,360.00
19,AMD Ryzen 7 7700,8,3.6,5.3,Zen 4,65,Radeon,4.5,279.97
20,AMD Ryzen 7 5700X3D,8,3,4.1,Zen 3,105,,4.5,269.95
21,AMD Ryzen 5 7500F,6,3.7,5,Zen 4,65,,4.5,
22,Intel Core i7-12700K,12,3.6,5,Alder Lake,125,Intel UHD Graphics 770,4.5,219.99
23,Intel Core i5-14400F,10,2.5,4.7,Raptor Lake Refresh,65,,,117.00
24,AMD Ryzen 9 9950X,16,4.3,5.7,Zen 5,170,Radeon,4.5,521.60
25,Intel Core i7-12700KF,12,3.6,5,Alder Lake,125,,4.5,154.00
26,AMD Ryzen 5 8500G,6,4.1,5,Zen 4,65,Radeon 740M,5.0,142.99
27,Intel Core i5-14600K,14,3.5,5.3,Raptor Lake Refresh,125,Intel UHD Graphics 770,4.5,194.99
28,AMD Ryzen 9 5900X,12,3.7,4.8,Zen 3,105,,4.5,239.99
29,Intel Core Ultra 9 285K,24,3.7,5.7,Arrow Lake,125,Intel Xe,4.5,579.00
30,AMD Ryzen 5 4500,6,3.6,4.1,Zen 2,65,,4.5,64.98
31,Intel Core i5-12600KF,10,3.7,4.9,Alder Lake,125,,4.5,154.00
32,AMD Ryzen 7 3700X,8,3.6,4.4,Zen 2,65,,4.5,133.90
33,Intel Core Ultra 7 265K,20,3.9,5.5,Arrow Lake,125,Intel Xe,4.5,324.00
34,AMD Threadripper 3990X,64,2.9,4.3,Zen 2,280,,5.0,4120.79
35,AMD Ryzen 5 7500F,6,3.7,5,Zen 4,65,,4.5,
36,AMD Ryzen 5 5600G,6,3.9,4.4,Zen 3,65,Radeon Vega 7,4.5,169.99
37,Intel Core i7-14700KF,20,3.4,5.6,Raptor Lake Refresh,125,,4.5,285.00
38,Intel Core i5-13400F,10,2.5,4.6,Raptor Lake,65,,4.5,133.19
39,AMD Ryzen 7 5700,8,3.7,4.6,Zen 3,65,,5.0,126.80
40,AMD Ryzen 5 8400F,6,4.2,4.7,Zen 4,65,,,148.95
41,Intel Core i5-14600KF,14,3.5,5.3,Raptor Lake Refresh,125,,5.0,185.00
42,AMD Ryzen 7 5800XT,8,3.8,4.8,Zen 3,105,,4.5,124.99
43,AMD Ryzen 9 7950X,16,4.5,5.7,Zen 4,170,Radeon,4.5,449.99
44,Intel Core i3-12100F,4,3.3,4.3,Alder Lake,58,,4.5,68.00
45,AMD Ryzen 7 5800X3D,8,3.4,4.5,Zen 3,105,,4.5,784.05
46,Intel Core i5-12600K,10,3.7,4.9,Alder Lake,125,Intel UHD Graphics 770,4.5,180.94
47,AMD Ryzen 7 5700G,8,3.8,4.6,Zen 3,65,Radeon Vega 8,4.5,139.99
48,AMD Ryzen 9 9900X3D,12,4.4,5.5,Zen 5,120,Radeon,,689.34
49,AMD Ryzen 5 8600G,6,4.3,5,Zen 4,65,Radeon 760M,4.5,181.26
50,Intel Core i9-12900K,16,3.2,5.2,Alder Lake,125,Intel UHD Graphics 770,4.5,309.00
51,AMD Ryzen 9 5950X,16,3.4,4.9,Zen 3,105,,4.5,323.00
52,AMD Ryzen 9 7950X3D,16,4.2,5.7,Zen 4,120,Radeon,4.5,699.99
53,Intel Core i9-14900KF,24,3.2,6,Raptor Lake Refresh,125,,4.5,439.99
54,Intel Core i7-13700K,16,3.4,5.4,Raptor Lake,125,Intel UHD Graphics 770,4.5,288.00
55,Intel Core i5-13600KF,14,3.5,5.1,Raptor Lake,125,,4.5,189.99
56,AMD Ryzen 7 8700G,8,4.2,5.1,Zen 4,65,Radeon 780M,5.0,303.00
57,AMD Ryzen 5 5600GT,6,3.6,4.6,Zen 3,65,Radeon Vega 7,4.5,149.99
58,Intel Core i9-14900KS,24,3.2,6.2,Raptor Lake Refresh,150,Intel UHD Graphics 770,,669.97
59,Intel Core i9-13900K,24,3,5.8,Raptor Lake,125,Intel UHD Graphics 770,4.5,396.98
60,AMD Ryzen 5 2600,6,3.4,3.9,Zen+,65,,4.5,203.47
61,AMD Ryzen 7 8700F,8,4.1,5,Zen 4,65,,5.0,259.95
62,Intel Core i7-14700F,20,2.1,5.4,Raptor Lake Refresh,65,,5.0,305.51
63,Intel Core i7-9700K,8,3.6,4.9,Coffee Lake Refresh,95,Intel UHD Graphics 630,4.5,233.22
64,AMD Ryzen 5 7600X3D,6,4.1,4.7,Zen 4,65,Radeon,5.0,
65,AMD Ryzen 9 7900,12,3.6,5.4,Zen 4,65,Radeon,4.5,361.71
66,AMD Ryzen 3 3200G,4,3.6,4,Zen+,65,Radeon Vega 8,4.5,75.00
67,Intel Core i5-10400F,6,2.9,4.3,Comet Lake,65,,4.5,115.99
68,Intel Core i5-13600K,14,3.5,5.1,Raptor Lake,125,Intel UHD Graphics 770,4.5,230.00
69,Intel Core i7-8700K,6,3.7,4.7,Coffee Lake,95,Intel UHD Graphics 630,4.5,170.00
70,Intel Core i9-12900KF,16,3.2,5.2,Alder Lake,125,,4.5,269.94
71,Intel Core i5-12400,6,2.5,4.4,Alder Lake,65,Intel UHD Graphics 730,4.5,143.55
72,AMD Ryzen 5 3600X,6,3.8,4.4,Zen 2,95,,4.5,176.99
73,Intel Pentium E2220,2,2.4,,Core,65,,,12.99
74,Intel Core i9-9900K,8,3.6,5,Coffee Lake Refresh,95,Intel UHD Graphics 630,4.5,360.00
75,AMD Ryzen 7 2700X,8,3.7,4.3,Zen+,105,,4.5,185.00
76,AMD Ryzen 5 3400G,4,3.7,4.2,Zen+,65,Radeon Vega 11,4.5,102.00
77,AMD Ryzen 9 3900X,12,3.8,4.6,Zen 2,105,,4.5,345.00
78,Intel Core Ultra 5 245K,14,4.2,5.2,Arrow Lake,125,Intel Xe,,269.99
79,Intel Core i3-14100F,4,3.5,4.7,Raptor Lake Refresh,58,,,90.07
80,Intel Core i7-7700K,4,4.2,4.5,Kaby Lake,91,Intel HD Graphics 630,4.5,151.69
81,Intel Core i7-10700K,8,3.8,5.1,Comet Lake,125,Intel UHD Graphics 630,4.5,304.99
82,Intel Core i7-13700KF,16,3.4,5.4,Raptor Lake,125,,4.5,299.00
83,Intel Core i7-6700K,4,4,4.2,Skylake,91,Intel HD Graphics 530,4.5,137.66
84,Intel Core i5-13400,10,2.5,4.6,Raptor Lake,65,Intel UHD Graphics 730,4.5,160.97
85,AMD Ryzen 7 3800X,8,3.9,4.5,Zen 2,105,,4.5,265.00
86,AMD Ryzen 9 7900X3D,12,4.4,5.6,Zen 4,120,Radeon,4.5,
87,Intel Core Ultra 7 265KF,20,3.9,5.5,Arrow Lake,125,,,318.56
88,AMD Ryzen 3 4100,4,3.8,4,Zen 2,65,,3.5,68.00
89,Intel Core i5-14400,10,2.5,4.7,Raptor Lake Refresh,65,Intel UHD Graphics 730,5.0,176.99
90,Intel Core i5-9400F,6,2.9,4.1,Coffee Lake Refresh,65,,4.0,105.00
91,Intel Core i3-13100F,4,3.4,4.5,Raptor Lake,58,,4.5,85.19
92,AMD Ryzen 9 5900XT,16,3.3,4.8,Zen 3,105,,5.0,283.33
